
TEAM_1,TEAM_2,NO_OF_MATCHES,TEAM_1_WIN_COUNT,TEAM_2_WIN_COUNT,TEAM_1_OVERTIME_WINS,TEAM_2_OVERTIME_WINS,AVG_TEAM_1_PENALTIES,AVG_TEAM_2_PENALTIES,TEAM_1_PLAYOFF_WINS,TEAM_2_PLAYOFF_WINS,TEAM_1_AVG_GOALS_PER_MATCH,TEAM_2_AVG_GOALS_PER_MATCH,TEAM_1_AVG_GOAL_PERCENTAGE,TEAM_2_AVG_GOAL_PERCENTAGE
NJD,SEA,4,2,2,0,2,4.25,4,0,0,3.25,2.5,0.111927,0.07844075
ATL,VAN,2,0,2,0,0,3.5,5.5,0,0,1.5,3.5,0.0577955,0.110324
SJS,VAN,8,0,8,0,3,4.25,2.875,0,0,2.625,5.875,0.08510375,0.219125125
CGY,FLA,19,13,6,2,1,3.842105,3.894737,0,0,3.684211,2.789474,0.1336461579,0.09541031579
FLA,L.A,18,6,12,0,0,3.166667,3.833333,0,0,2.222222,3.166667,0.08498938889,0.1127948333
L.A,NYI,19,10,9,0,3,3.789474,3.789474,0,0,2.421053,2.473684,0.08458657895,0.08520652632
CAR,SEA,6,4,2,1,0,3.333333,2.833333,0,0,3.166667,2.666667,0.08674116667,0.09834466667
N.J,STL,16,3,13,0,1,3.5625,3.25,0,0,1.9375,3.1875,0.075387375,0.1011220625
CAR,MIN,22,8,14,2,6,3.454545,4.136364,0,0,2.909091,3,0.088347,0.1147932727
NJD,STL,5,2,3,1,0,3.2,3.6,0,0,3.2,3.8,0.0988358,0.1432
COL,TOR,21,10,11,4,1,3.761905,3.619048,0,0,2.904762,3.761905,0.09690033333,0.1282749524
CBJ,VGK,9,5,4,0,0,2.777778,3.111111,0,0,2.888889,2.888889,0.09870088889,0.08880444444
CGY,NJD,4,2,2,0,1,5,3.5,0,0,4,3.25,0.11988925,0.11379875
ANA,MTL,20,13,7,2,2,5.2,4.05,0,0,3.3,2.75,0.11067605,0.09062845
STL,WSH,22,10,12,1,3,3.681818,3.863636,0,0,3,3,0.1015822273,0.1107581818
BOS,VGK,10,7,3,1,1,2.8,2.6,0,0,2.8,2.2,0.0855867,0.0766805
NJD,PIT,8,6,2,1,0,3.875,3.625,0,0,3.75,2,0.1141085,0.069329875
MTL,SEA,4,2,2,1,0,4,3.25,0,0,2,3.5,0.095644,0.10904725
LAK,STL,5,3,2,0,0,3.6,3.6,0,0,3.8,3.8,0.11669,0.1292156
CAR,WPG,28,12,16,0,4,3.607143,4.142857,0,0,2.714286,3,0.093775,0.1088936071
NSH,SEA,7,2,5,0,0,3,3.571429,0,0,2.571429,3.714286,0.09915,0.1283628571
NJD,TBL,6,3,3,1,0,3.166667,2.666667,0,0,3.166667,3.5,0.1038646667,0.1171858333
ATL,N.J,12,3,9,0,1,4.916667,4,0,0,2.333333,3,0.1015666667,0.1000349167
ATL,S.J,3,1,2,0,0,4.666667,5.333333,0,0,2.666667,3,0.09914866667,0.1026853333
CBJ,LAK,4,1,3,1,1,2.75,2.75,0,0,2.75,3.75,0.10325125,0.09708625
DET,VGK,9,5,4,1,0,2.555556,2.666667,0,0,2.888889,3.111111,0.1061262222,0.1062704444
ATL,MTL,12,6,6,2,2,5.5,6.166667,0,0,2.916667,2.833333,0.09721041667,0.10272075
ATL,NYR,11,5,6,1,4,5.545455,5,0,0,2.818182,2.545455,0.1003284545,0.07890718182
EDM,VGK,25,13,12,2,2,3.36,3.16,2,4,3.2,3.2,0.10339888,0.10453216
CAR,TBL,8,5,3,2,1,4.625,4.875,0,0,2.625,2.125,0.07912775,0.08572725
ARI,TOR,19,15,4,2,1,3.210526,3.894737,0,0,3.473684,2.421053,0.1318998421,0.07964515789
MTL,STL,23,10,13,2,4,4.086957,4.478261,0,0,2.869565,3.130435,0.1002505652,0.1112148696
ATL,ANA,2,2,0,0,0,4,6,0,0,5,2.5,0.1224355,0.0714285
LAK,NYI,4,4,0,0,0,2.75,2.75,0,0,4,2,0.119368,0.08349225
LAK,NJD,4,2,2,1,1,3.5,4,0,0,2.75,3.25,0.09373675,0.117632
N.J,VGK,6,2,4,1,0,2.666667,2.833333,0,0,3.333333,3.333333,0.1000418333,0.1164306667
CAR,SJS,6,5,1,1,1,3.166667,3.666667,0,0,3.166667,1.833333,0.08772216667,0.08054216667
NSH,TOR,22,12,10,3,0,3.545455,3.045455,0,0,2.818182,2.636364,0.09619668182,0.09132786364
LAK,VAN,7,4,3,2,1,3.285714,2.571429,0,0,1.857143,2.142857,0.06131042857,0.08714057143
ATL,CGY,3,1,2,0,0,5.666667,6.333333,0,0,2.666667,3,0.1244443333,0.1097943333
ATL,DAL,3,1,2,1,0,5,3.666667,0,0,2.333333,4.333333,0.091111,0.129737
VGK,WSH,15,9,6,2,0,3.866667,3.066667,1,4,3.133333,3,0.1045780667,0.1127476667
STL,TBL,4,0,4,0,1,3.25,4,0,0,2.25,4,0.079103,0.13092825
SEA,WPG,6,1,5,0,2,3.5,3.333333,0,0,2.166667,3.166667,0.080479,0.1131863333
COL,SJS,7,7,0,2,0,3,3.571429,0,0,4.571429,1.857143,0.1286387143,0.068462
BUF,S.J,20,12,8,3,3,3.45,3.35,0,0,3,2.6,0.1130951,0.0789854
ATL,TOR,12,6,6,2,2,4.75,4.416667,0,0,3.416667,3.916667,0.1157541667,0.1228065833
NSH,NJD,4,4,0,1,0,3.75,2.5,0,0,4.25,2.75,0.13828775,0.08855575
LAK,SEA,8,4,4,0,2,3.375,2.625,0,0,3.375,3.625,0.122822375,0.124022375
LAK,WSH,4,2,2,0,0,5.25,4,0,0,2.5,2.5,0.0844865,0.081421
ATL,DET,4,2,2,0,0,4.25,5.75,0,0,3.25,3,0.09768075,0.0742235
SJS,WPG,6,4,2,2,0,3.666667,3.666667,0,0,2.5,2.666667,0.0903105,0.08518383333
NYR,SJS,4,3,1,0,1,2.5,3.5,0,0,2,1,0.06682,0.03864725
NYI,NJD,8,5,3,0,1,4.25,3.875,0,0,3.375,3.125,0.113259375,0.091758
DET,SJS,4,3,1,1,1,3.25,4,0,0,4.5,2.75,0.1794645,0.0946475
ANA,SEA,7,3,4,1,0,3.571429,3.571429,0,0,3.714286,3.857143,0.1341255714,0.1293335714
ATL,STL,4,2,2,1,0,3.75,4,0,0,2.75,3.25,0.1017275,0.095871
ATL,L.A,3,1,2,0,1,7,6,0,0,4.666667,3,0.1956016667,0.07301566667
ANA,TBL,4,1,3,0,1,5,3.75,0,0,2.75,3.75,0.09837,0.107258
MTL,NJD,6,2,4,0,0,2.166667,1.833333,0,0,2.833333,4.333333,0.1213936667,0.1200558333
DAL,TBL,4,1,3,0,1,3.75,3.5,0,0,1.75,2.75,0.0609915,0.08295025
FLA,NJD,7,5,2,1,0,3.428571,2.857143,0,0,4,3.571429,0.1102315714,0.1100261429
ATL,MIN,3,2,1,0,0,3.666667,4.666667,0,0,3.333333,2.333333,0.1163273333,0.078927
SJS,TBL,5,1,4,1,1,4.4,3.4,0,0,2,4.6,0.0847762,0.1496062
FLA,SJS,5,4,1,2,1,3.8,2.6,0,0,3.6,2.2,0.0874738,0.0673238
NYI,SEA,4,2,2,0,0,1.25,1.25,0,0,2.5,2.25,0.0835945,0.072765
NJD,SJS,3,1,2,0,1,2,2,0,0,2.333333,3,0.062517,0.100165
TOR,PHI,45,22,23,3,4,4.6,4.355556,0,0,3.111111,3.155556,0.1063160667,0.09855922222
CGY,BUF,23,14,9,4,4,4.434783,3.73913,0,0,3.217391,2.391304,0.09490321739,0.08779078261
COL,ARI,52,29,23,7,3,3.807692,4.173077,4,1,3,2.5,0.09169765385,0.09077278846
VAN,EDM,77,42,35,7,4,4.194805,4.272727,0,0,2.922078,2.662338,0.09770833766,0.09215528571
T.B,EDM,17,11,6,2,1,4.352941,3.705882,0,0,3.294118,2.764706,0.1080048824,0.09231552941
T.B,DET,51,37,14,8,0,4.647059,4.882353,8,4,2.921569,2.313725,0.09749637255,0.08938180392
LAK,CGY,7,3,4,2,0,3.571429,3.428571,0,0,3.428571,3,0.1017042857,0.1042427143
L.A,CHI,51,20,31,6,6,3.666667,2.980392,5,7,2.54902,2.764706,0.08945596078,0.09603184314
DET,ATL,4,2,2,0,0,5.75,4.25,0,0,3,3.25,0.0742235,0.09768075
VAN,ANA,52,18,34,5,7,4.403846,4.134615,0,0,2.384615,3.326923,0.08122371154,0.1136173654
WPG,SEA,6,5,1,2,0,3.333333,3.5,0,0,3.166667,2.166667,0.1131863333,0.080479
S.J,L.A,89,51,38,13,9,4.325843,4.41573,14,11,2.685393,2.539326,0.09171794382,0.08801253933
OTT,MTL,84,43,41,13,9,4.77381,4.785714,6,5,2.714286,2.75,0.09207390476,0.08635429762
VAN,COL,53,36,17,8,6,4.509434,4.09434,0,0,3.207547,2.45283,0.1120557547,0.08028098113
CGY,BOS,22,7,15,2,3,3.181818,3.909091,0,0,2.363636,3.318182,0.07571559091,0.1100780455
DET,CBJ,63,33,30,4,7,4.095238,4.301587,4,0,3.079365,2.650794,0.09705650794,0.09127538095
NSH,L.A,39,24,15,5,5,3.589744,3.846154,0,0,2.948718,2.74359,0.1089641538,0.09882438461
VGK,CHI,21,15,6,3,3,2.619048,2.714286,4,1,3.619048,2.47619,0.1064784286,0.09119980952
NYR,N.J,68,39,29,3,5,4.352941,4.676471,2,4,3.117647,2.426471,0.1115833088,0.08687429412
DET,CAR,39,21,18,4,1,3,2.948718,0,0,2.512821,2.615385,0.09165374359,0.08141848718
CGY,ARI,50,33,17,5,2,3.48,3.78,0,0,3.24,2.4,0.10797946,0.08930614
NSH,ANA,62,39,23,7,5,4.032258,4.580645,12,7,3.145161,2.629032,0.1059437742,0.09190729032
VAN,ARI,46,27,19,9,4,3.434783,3.630435,0,0,2.978261,2.282609,0.09695863043,0.08013043478
WPG,CHI,41,24,17,3,2,2.878049,3.317073,0,0,3.097561,2.707317,0.09535997561,0.088586
VGK,STL,24,15,9,8,0,3.041667,3.166667,1,0,3.625,3.166667,0.1063774583,0.1199439583
N.J,ARI,15,11,4,3,0,3.933333,3.8,0,0,2.933333,2.266667,0.100389,0.0919768
L.A,COL,47,28,19,9,1,4.212766,3.93617,0,0,2.702128,2.638298,0.09454121277,0.09508565957
NYI,EDM,20,9,11,1,3,3.35,3.9,0,0,2.7,2.5,0.0923888,0.0875067
L.A,ANA,72,35,37,8,9,4.236111,4.638889,4,3,2.541667,2.555556,0.09011423611,0.09887547222
S.J,CGY,48,28,20,5,2,4.083333,3.895833,0,0,3,2.6875,0.1001738333,0.0982596875
PHI,DAL,23,10,13,2,2,3.695652,3.869565,0,0,2.478261,3.086957,0.0838066087,0.110123913
MIN,BOS,23,10,13,1,5,4,4.434783,0,0,2.26087,2.782609,0.07427765217,0.09080021739
T.B,MTL,58,36,22,8,6,4.068966,4.241379,8,7,2.913793,2.362069,0.1033632931,0.07833855172
T.B,TOR,47,28,19,5,4,4.382979,4.234043,0,0,3.085106,2.638298,0.1058055745,0.09168755319
VGK,MIN,29,13,16,3,3,3.37931,3.344828,4,3,2.724138,2.655172,0.08693910345,0.09918558621
OTT,BUF,61,37,24,8,4,4.442623,4.442623,0,0,2.885246,2.57377,0.08777301639,0.08621454098
PIT,BUF,55,40,15,7,3,3.909091,4.163636,0,0,3.509091,2.327273,0.1095978,0.07986956364
L.A,CAR,17,9,8,2,0,3.705882,3.352941,0,0,2.411765,2.470588,0.08560435294,0.08598235294
WSH,ARI,20,11,9,2,1,3.65,4,0,0,2.6,2.4,0.08076245,0.09193685
STL,CHI,80,40,40,9,13,4.275,4.2125,6,7,2.8125,2.75,0.093473275,0.09336975
STL,CBJ,45,29,16,6,2,5.2,5.266667,0,0,3.266667,2.8,0.1144745111,0.1023445333
MTL,COL,20,7,13,0,2,3.75,3.85,0,0,2.65,3,0.0868704,0.10327855
T.B,PHI,40,24,16,4,3,5.275,5.075,0,1,3.35,3.075,0.13051675,0.0976454
TBL,EDM,4,1,3,0,0,5.75,5,0,0,2.75,3.75,0.09986725,0.108035
FLA,DET,46,32,14,9,4,4.043478,3.934783,0,0,3.23913,2.173913,0.1014201087,0.07280991304
MIN,EDM,53,39,14,5,0,4.339623,4.075472,0,0,3.188679,2.358491,0.1119287358,0.08765916981
WSH,N.J,51,37,14,6,3,4.137255,3.745098,0,0,3.352941,2.235294,0.1247670588,0.08039147059
PHI,CBJ,40,16,24,3,8,3.675,4.1,0,0,3.05,3.075,0.098958275,0.10498225
OTT,NYI,46,19,27,3,6,4.043478,3.913043,0,0,2.804348,2.847826,0.09490828261,0.09252780435
CBJ,BOS,33,12,21,3,8,3.636364,4.030303,1,4,2.484848,3.151515,0.08841493939,0.09205718182
CHI,BOS,30,12,18,4,4,3.6,3.733333,4,2,2.5,3.2,0.07874316667,0.0933166
WSH,CBJ,50,31,19,9,7,4.16,4.2,4,2,3.12,2.7,0.10123802,0.08959664
DAL,CHI,63,29,34,6,8,3.825397,3.269841,0,0,2.888889,3.142857,0.09751292063,0.1014187302
N.J,BUF,45,30,15,10,2,3.355556,3.666667,0,0,2.577778,2.422222,0.08854182222,0.08559195556
S.J,DET,43,24,19,5,4,4.488372,4.348837,8,4,2.744186,2.674419,0.08718609302,0.08757467442
NYR,CBJ,40,23,17,4,3,3.35,3.5,0,0,3.175,2.9,0.10493325,0.101397125
MTL,CBJ,31,15,16,4,2,3.741935,3.774194,0,0,2.645161,3.16129,0.08746935484,0.1081686129
NSH,CHI,89,44,45,5,13,3.483146,3.494382,8,8,2.831461,2.561798,0.09625398876,0.08473158427
TBL,TOR,22,9,13,2,6,4.772727,5.045455,6,7,3.454545,3.636364,0.1077234545,0.1106517273
NYI,DET,32,20,12,5,3,3,3.375,0,0,3.25,2.625,0.1109575313,0.0981015
NYR,FLA,42,27,15,6,3,3.642857,3.595238,0,0,3.380952,2.47619,0.113007,0.08510745238
WPG,NSH,47,24,23,4,4,4.276596,4.191489,4,3,2.893617,2.659574,0.09329261702,0.08581076596
NSH,FLA,30,16,14,4,0,3.733333,3.333333,0,0,2.8,2.733333,0.09474393333,0.0813744
NSH,COL,64,36,28,5,3,4.046875,4.1875,4,6,3.25,2.90625,0.1040225469,0.09913715625
S.J,CHI,42,18,24,3,6,3.52381,3.809524,0,4,2.928571,3.333333,0.09801876191,0.1066322619
NYI,COL,24,13,11,3,3,3.708333,4.166667,0,0,3.083333,2.916667,0.0985845,0.08595704167
T.B,L.A,17,9,8,1,2,4.117647,4.176471,0,0,2.764706,2.117647,0.1023953529,0.07188364706
TOR,S.J,16,4,12,0,1,4.125,3.5,0,0,2.375,3.6875,0.0860996875,0.101891375
TOR,SEA,4,3,1,0,0,2.75,3.5,0,0,4.5,3,0.154013,0.1106695
WPG,PHI,23,8,15,0,4,4.217391,4.347826,0,0,3.043478,3.217391,0.1057386087,0.1018033913
VAN,L.A,55,28,27,1,8,4.872727,4.709091,5,6,2.509091,2.418182,0.08984710909,0.08251901818
DAL,CGY,56,30,26,6,5,3.910714,3.803571,7,6,2.982143,2.732143,0.1027290357,0.09176748214
WSH,VAN,21,12,9,1,1,4.095238,3.190476,0,0,3.52381,2.952381,0.1185526667,0.09683690476
T.B,CHI,32,22,10,6,3,4.0625,3.625,2,4,3.1875,2.3125,0.105775625,0.0741533125
N.J,ATL,12,9,3,1,0,4,4.916667,0,0,3,2.333333,0.1000349167,0.1015666667
NSH,CAR,36,15,21,4,3,3.916667,3.916667,2,4,2.611111,2.972222,0.0881785,0.09489641667
PHI,MTL,57,33,24,5,6,4.385965,4.596491,8,3,2.807018,2.631579,0.09660801754,0.09102849123
PHI,CHI,28,17,11,3,1,3.821429,3.571429,2,4,3.071429,3,0.1008317143,0.09725832143
PHI,L.A,18,9,9,1,3,3.722222,3.777778,0,0,2.388889,2.055556,0.09038777778,0.06699411111
VGK,S.J,33,23,10,4,6,4.272727,4.666667,7,6,3.757576,2.333333,0.1123914242,0.07100463636
T.B,ANA,18,12,6,2,4,4.277778,4.888889,0,0,2.888889,2.055556,0.1187949444,0.07928761111
VAN,CHI,63,34,29,6,6,4.761905,4.15873,8,11,3,2.873016,0.108990873,0.09141615873
FLA,COL,22,11,11,4,2,3.5,3.772727,0,0,3.090909,3,0.09191059091,0.09308327273
WPG,BOS,22,7,15,1,2,4.045455,4.227273,0,0,2.227273,3,0.08149740909,0.08913227273
WPG,ARI,27,20,7,2,1,3.777778,4.296296,0,0,3.222222,2.185185,0.1037586296,0.08004133333
NJD,COL,5,3,2,0,0,3.6,2.6,0,0,3.4,3.4,0.1137216,0.112835
BUF,ANA,24,10,14,1,2,4.166667,4.541667,0,0,2.75,2.833333,0.08984354167,0.08864958333
T.B,NYR,45,24,21,6,3,4.8,4.777778,4,3,2.911111,2.977778,0.09940253333,0.1025336889
OTT,CAR,44,17,27,4,5,4.022727,3.409091,0,0,2.159091,2.977273,0.07438070454,0.09276072727
MIN,LAK,7,3,4,0,0,3.571429,3.142857,0,0,3,3.285714,0.09703642857,0.1049558571
NJD,DAL,4,2,2,1,0,3.25,3.25,0,0,2,3,0.072172,0.09352675
SEA,DAL,13,5,8,2,1,3.076923,2.538462,3,4,3.384615,3.692308,0.1211011538,0.1356587692
STL,PIT,22,11,11,4,2,4.136364,3,0,0,2.545455,3,0.092432,0.09241945455
PIT,COL,24,14,10,5,2,3.625,3.458333,0,0,3.166667,2.5,0.097928125,0.08413629167
NSH,MIN,56,30,26,4,9,4.392857,3.928571,0,0,2.910714,2.607143,0.09993246429,0.08916092857
T.B,BUF,44,29,15,2,1,4.090909,4.386364,0,0,3.181818,2.659091,0.1055423409,0.09631477273
EDM,DAL,47,16,31,4,6,4.425532,4.297872,0,0,2.702128,3.085106,0.09041868085,0.1054657447
PHI,ANA,25,14,11,8,0,4.48,5.16,0,0,3.08,3.28,0.08858516,0.1171788
NYR,DAL,23,11,12,1,4,4.26087,3.782609,0,0,2.826087,2.652174,0.09638695652,0.08935956522
SEA,MTL,4,2,2,0,1,3.25,4,0,0,3.5,2,0.10904725,0.095644
TOR,DET,40,24,16,2,7,3.075,3.4,0,0,3.4,2.65,0.1139687,0.0862485
MIN,CHI,68,31,37,6,6,3.161765,3.264706,3,12,2.441176,2.691176,0.08757930882,0.09091130882
S.J,EDM,55,38,17,9,4,3.618182,4.254545,2,4,3.381818,2.6,0.1090812727,0.09977743636
PHI,MIN,23,13,10,2,2,3.956522,3.565217,0,0,3.130435,2.565217,0.1034324783,0.09295852174
PHI,EDM,21,10,11,2,1,3.904762,4.190476,0,0,2.857143,3.190476,0.09176628571,0.1140102857
STL,NYR,23,14,9,2,0,3.521739,3.826087,0,0,2.913043,2.521739,0.1074807826,0.09970878261
FLA,ATL,17,9,8,3,1,3.823529,4.882353,0,0,2.764706,2.882353,0.08773905882,0.09282717647
PHI,BOS,64,22,42,9,9,4.171875,4.5625,5,7,2.359375,3.34375,0.08142915625,0.105198875
STL,L.A,56,24,32,5,4,4.946429,4.285714,2,8,2.321429,2.625,0.08583716071,0.09445560714
SJS,COL,7,0,7,0,2,3.571429,3,0,0,1.857143,4.571429,0.068462,0.1286387143
WPG,STL,45,27,18,8,1,3.911111,4.022222,2,4,3.022222,2.355556,0.1058395556,0.08426713333
EDM,CBJ,35,20,15,2,2,4.257143,4.314286,0,0,3.828571,2.942857,0.1311521714,0.09900425714
CGY,ANA,66,24,42,5,9,3.954545,4.5,1,8,2.787879,3.075758,0.09430595455,0.1102723636
TOR,FLA,60,23,37,3,11,3.8,3.683333,1,4,2.8,3.25,0.09295938333,0.1080715833
WPG,TOR,33,16,17,3,4,3.939394,4,0,0,3.151515,3.272727,0.1028110303,0.1088533636
NJD,MIN,6,3,3,1,2,3.666667,4,0,0,2.666667,2.833333,0.07780766667,0.0943645
TOR,CHI,22,8,14,4,2,3.818182,3.5,0,0,3.272727,4.045455,0.09369877273,0.1266730909
BUF,BOS,73,23,50,5,11,4.123288,4.260274,2,4,2.328767,3.287671,0.0814999589,0.09819167123
STL,NSH,72,35,37,7,9,3.902778,3.888889,2,4,2.5,2.402778,0.08677197222,0.08293645833
WSH,VGK,15,6,9,0,2,3.066667,3.866667,4,1,3,3.133333,0.1127476667,0.1045780667
S.J,ANA,74,42,32,8,3,4.202703,5.094595,6,4,2.662162,2.391892,0.08270982432,0.08864462162
CBJ,BUF,33,19,14,4,2,3.757576,3.878788,0,0,3.454545,3.060606,0.1043145152,0.1016674848
TOR,BUF,62,30,32,6,4,3.903226,3.919355,0,0,2.887097,3.225806,0.09236135484,0.1051455323
N.J,ANA,17,8,9,2,1,2.823529,3.411765,0,0,2.470588,2.823529,0.09564017647,0.1056527059
WSH,CAR,69,42,27,11,6,4.15942,3.768116,3,3,2.811594,2.623188,0.09742630435,0.0839345942
PHI,ARI,21,10,11,4,4,3.904762,4.047619,0,0,3.047619,3.047619,0.08960090476,0.1147979048
S.J,MIN,45,25,20,4,3,3.355556,3.644444,0,0,2.911111,2.666667,0.09832893333,0.1023860444
WSH,CHI,21,15,6,4,1,3.952381,2.857143,0,0,4,3,0.1348989524,0.09639690476
VAN,MIN,58,33,25,7,3,4.672414,4.344828,3,1,2.758621,2.758621,0.1023945345,0.09181239655
DAL,CBJ,46,19,27,2,7,3.826087,3.934783,0,0,2.630435,2.565217,0.09011006522,0.09403067391
STL,PHI,21,11,10,3,2,4.619048,4.619048,0,0,2.52381,2.380952,0.08707547619,0.08430995238
OTT,CBJ,30,15,15,1,4,4.333333,4.1,0,0,2.8,2.833333,0.09350033333,0.093876
NYI,BUF,52,34,18,7,4,3.711538,3.076923,0,0,3.019231,2.365385,0.09661575,0.08082282692
WPG,CGY,40,18,22,2,3,3.875,3.825,1,3,2.525,2.9,0.09063025,0.097527875
T.B,PIT,54,24,30,3,4,5.148148,4.796296,7,7,2.907407,3.351852,0.1111987407,0.1017967778
VAN,NSH,51,28,23,2,6,4.117647,4.058824,4,2,2.882353,2.509804,0.09974909804,0.08453266667
NYI,FLA,51,22,29,6,5,4.196078,4.176471,6,3,2.352941,2.784314,0.07405117647,0.09272509804
FLA,CGY,19,6,13,1,2,3.894737,3.842105,0,0,2.789474,3.684211,0.09541031579,0.1336461579
T.B,N.J,40,21,19,4,2,4.075,4.375,4,1,3.15,2.875,0.114908275,0.10147935
NYI,ANA,21,11,10,2,2,3.619048,4.190476,0,0,3.047619,2.619048,0.1066035238,0.09213185714
T.B,CBJ,40,24,16,6,1,3.625,3.35,4,5,2.925,2.475,0.1014185,0.08682875
SEA,STL,7,3,4,1,1,4.714286,2.714286,0,0,2.285714,3,0.07536114286,0.1046664286
WSH,TOR,49,30,19,8,4,4.040816,4.020408,4,2,3.061224,2.734694,0.1024179388,0.09280361225
OTT,NSH,22,9,13,4,3,4.545455,4.363636,0,0,2.545455,3.227273,0.09029186364,0.09280581818
MTL,DET,41,24,17,5,6,4.02439,3.268293,0,0,3.292683,2.292683,0.1154988537,0.07740497561
NSH,DET,58,31,27,4,4,3.87931,4.12069,4,1,2.844828,2.672414,0.1056556552,0.08811062069
CBJ,CHI,50,17,33,4,8,4.1,3.66,0,0,2.62,3.46,0.08884026,0.11480892
TBL,STL,4,4,0,1,0,4,3.25,0,0,4,2.25,0.13092825,0.079103
CBJ,ANA,37,17,20,6,3,4.513514,5.216216,0,0,2.783784,3.135135,0.09954024324,0.1073211622
T.B,CAR,62,39,23,8,6,4.177419,3.967742,4,1,3.145161,2.548387,0.1120457903,0.08056230645
PHI,CAR,56,31,25,10,6,4.410714,4,0,0,3.089286,2.803571,0.1068969821,0.0914785
L.A,DAL,45,21,24,4,7,4.577778,4.444444,0,0,2.666667,2.6,0.0935306,0.09955808889
ARI,ARI,107,60,47,12,12,3.915888,4.065421,4,5,2.728972,2.476636,0.08961492523,0.08213916822
EDM,ARI,47,23,24,7,5,4.085106,4.382979,0,0,2.851064,2.93617,0.0938116383,0.1061487872
SJS,STL,6,0,6,0,0,4,2,0,0,2.166667,4.5,0.07981083333,0.1524608333
L.A,FLA,18,12,6,0,0,3.833333,3.166667,0,0,3.166667,2.222222,0.1127948333,0.08498938889
WSH,DET,29,20,9,5,3,3.448276,3.482759,0,0,3.068966,2.172414,0.1122868966,0.07846544828
TBL,ANA,4,3,1,1,0,3.75,5,0,0,3.75,2.75,0.107258,0.09837
TBL,COL,8,3,5,0,2,4.875,5.375,2,3,2.875,2.875,0.094221875,0.07995575
VGK,COL,30,15,15,3,2,3.8,3.433333,5,2,2.666667,2.5,0.09212356667,0.0825495
MIN,ARI,49,30,19,4,3,3.408163,3.816327,0,0,3.102041,2.55102,0.1048688571,0.09098281633
CAR,ATL,18,10,8,2,2,4.111111,4.722222,0,0,3.222222,2.777778,0.1078884444,0.0896685
OTT,EDM,34,15,19,3,2,3.970588,3.911765,0,0,3.147059,3.470588,0.1113782059,0.1150163824
SJS,MIN,5,2,3,0,1,4.2,4.2,0,0,3.4,3.6,0.1270012,0.130026
WPG,BUF,24,14,10,1,2,4.25,3.333333,0,0,2.916667,2.25,0.09477566667,0.07197529167
EDM,CAR,22,10,12,3,0,3.545455,3.954545,0,0,3,3.681818,0.1077395,0.1176693182
NSH,MTL,20,11,9,3,5,3.45,3.8,0,0,2.7,2.1,0.08502925,0.0746893
CHI,COL,58,25,33,7,5,3.258621,3.482759,0,0,2.689655,3.310345,0.08080060345,0.1170031724
PIT,L.A,17,9,8,4,3,3.882353,4.352941,0,0,2.470588,2.235294,0.090244,0.07099370588
VGK,L.A,25,15,10,2,2,2.72,2.88,4,0,2.8,2.52,0.08315184,0.09122044
T.B,CGY,16,11,5,3,0,4.0625,4.0625,0,0,3.5625,2.9375,0.118486,0.113067875
OTT,BOS,70,24,46,6,9,3.857143,3.871429,4,2,2.257143,3,0.07776967143,0.09555047143
WPG,COL,41,23,18,7,6,4.146341,4.146341,0,0,3.073171,2.829268,0.1079725854,0.08893234146
WPG,CBJ,19,10,9,1,1,4.157895,4.210526,0,0,3,3.105263,0.09829178947,0.1016745263
LAK,EDM,20,8,12,3,1,3.75,4.5,5,8,2.8,3.5,0.07829395,0.1062408
DET,BOS,46,18,28,1,7,4.065217,4.413043,1,4,2.586957,3.217391,0.09251243478,0.1005235
STL,COL,78,35,43,5,8,4.25641,3.717949,2,9,2.782051,2.910256,0.09375651282,0.09669621795
NYR,NSH,23,11,12,0,2,3.695652,3.608696,0,0,2.478261,2.130435,0.09002034783,0.07681147826
SEA,CHI,6,4,2,1,0,3.166667,2.833333,0,0,4.166667,3.166667,0.1315493333,0.126403
BOS,ARI,21,17,4,0,0,3.285714,3.52381,0,0,3.428571,1.857143,0.1085667143,0.07074985714
SEA,COL,16,9,7,3,0,3.5625,3.8125,4,3,2.5,3.0625,0.0866315,0.102359125
T.B,S.J,20,9,11,1,0,3.75,3.05,0,0,3.15,3.35,0.10980105,0.09482245
VGK,CGY,18,12,6,1,0,3.666667,3.388889,0,0,3.444444,3.055556,0.1205242222,0.09704505556
PHI,OTT,45,24,21,8,3,4.666667,4.977778,0,0,2.977778,2.977778,0.09830528889,0.1019890222
BUF,ARI,24,17,7,3,2,3.75,3.666667,0,0,3.041667,2.083333,0.09556408333,0.07243533333
SEA,EDM,8,2,6,0,0,3.875,3.875,0,0,2.875,4.625,0.106528625,0.159514625
SJS,DAL,6,3,3,0,0,2.333333,2.5,0,0,3.166667,3.333333,0.1308981667,0.110077
EDM,BOS,22,9,13,3,3,3.909091,3.772727,0,0,2.5,2.909091,0.09079072727,0.08851631818
VGK,SJS,9,7,2,1,1,2.666667,3.222222,0,0,3.444444,2.111111,0.1027993333,0.07815588889
NYI,CHI,20,10,10,3,3,3.2,2.85,0,0,2.65,2.7,0.0839971,0.08384825
SJS,OTT,4,3,1,0,0,5,5,0,0,3.75,2.5,0.1263935,0.07255675
SJS,SEA,7,2,5,0,1,2.428571,3.142857,0,0,2.285714,2.857143,0.08923385714,0.1081487143
